ensembl_gene_id,gene_symbol,SRR35143100,SRR35143101,SRR35143102,SRR35143106,SRR35143107,SRR35143108,SRR19070038,SRR19070039,SRR19070040,SRR19070035,SRR19070036,SRR19070037
ENSMUSG00000059827,Gm5670,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059830,Gm16380,0.313445,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059832,Kprp,0,0,0,0,0,0,0,0.320865,0.22017,0,0.10709,0.349434
ENSMUSG00000059834,Sclt1,3.7300350000000004,4.419571,3.980778,5.004161,3.89466,4.513159,12.16888,13.556405000000002,10.905658,21.444488000000003,9.832689,13.138
ENSMUSG00000059835,Rpl13-ps3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059839,Zfp874b,8.242196,10.878099,9.788644999999999,9.265697,7.213756,9.490549999999999,11.1229,11.215494,10.54815,22.600628,11.059173999999999,9.772677999999999
ENSMUSG00000059842,Zfp341,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059845,Krtap9-22,0,0,0,0,0,0,0,0,0,0,0,0.194477
ENSMUSG00000059851,Kmt5c,10.054651,9.900252,12.410542999999999,13.967212,7.120147,11.832916,44.073181999999996,40.04885,31.294811,21.718158,43.754012,39.24553
ENSMUSG00000059852,Kcng2,0.581905,0,0,0,0,0,0,0,0.336204,0,0.479124,0
ENSMUSG00000059854,Hydin,0.224147,0.215383,0.213605,0.088575,0.067731,0.13152,0.464297,0.289861,0.423557,0.186806,0.12895,0.210767
ENSMUSG00000059857,Ntng1,8.615632999999999,8.820186,8.41431,6.870566,8.646251999999999,7.621029,12.932942999999998,13.386923999999999,9.441604,18.848499999999998,10.030982,12.654321
ENSMUSG00000059862,Or9k2b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059864,Or2y1g,0.099985,0,0,0.026016,0.052791,0.199216,0.340557,0.176217,0.126637,0.186737,0,0.30987
ENSMUSG00000059866,Tnip2,2.6163689999999997,2.3222189999999996,0.68026,4.799325,0.5107470000000001,2.347115,11.325420000000001,7.389704999999999,7.097897,6.920019,9.117351,9.247716
ENSMUSG00000059867,Or10d4b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059873,Or5m11b,0,0.038238,0.02042,0.019249,0.078083,0.018999,0,0.120554,0.13202,0,0,0.031064
ENSMUSG00000059874,Or52e19b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059877,Dph3b-ps,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059878,Zfp422,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059883,Irak4,0,0,0,0.134807,0,0,0.493775,1.317286,0.664366,0,1.066133,0.973521
ENSMUSG00000059887,Or4e5,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059890,Ube4a,6.180542,9.257331999999998,11.153599,5.327835,6.947454000000001,7.355714,8.911873,10.98244,14.946634,17.883597,14.885225,14.622551999999999
ENSMUSG00000059891,Tsks,0,0,0.482235,0,0,0,1.13847,0.237624,0,0,0,0
ENSMUSG00000059895,Ptp4a3,0.763768,1.272234,0.9693670000000001,0.850093,0.872115,0.716524,1.837523,2.200529,1.947289,1.7065359999999998,2.108762,1.890948
ENSMUSG00000059897,Zfp930,0,0,0,0,0,0.032021,2.386739,1.536075,1.643751,5.393236,2.9366440000000003,3.0222729999999998
ENSMUSG00000059898,Dsc3,0,0,0,0,0,0,0,0,0,0,0.587576,0
ENSMUSG00000059900,Tmem40,0,0.530361,0.66929399999999994,3.480939,0.936562,0.600272,0.181,0,0,0,0.201252,0.329523
ENSMUSG00000059908,Mug1,0,0,0,0,0.018949,0,0,0,0,0,0,0.065737
ENSMUSG00000059910,Or4x11,0.144444,0.170095,0.194873,0.159993,0.050134,0.129682,0.178925,0.165772,0.12188,0.270415,0.257597,0.059834
ENSMUSG00000059912,Rpl21-ps6,0,0.32791,0,0.317806,0,0,0,0,0,0.784992,0,0
ENSMUSG00000059920,4930453N24Rik,2.174719,3.538285,3.774332,2.769617,2.009365,0.537849,4.699664,5.243572,7.573154,6.258771,9.419567,7.857544
ENSMUSG00000059921,Unc5c,4.436872,5.732056999999999,4.795415,4.335003,4.76481,4.883088,6.137765,6.745819999999999,6.398625999999999,14.381327,6.181592,6.466469999999999
ENSMUSG00000059923,Grb2,32.985766,60.400997000000004,53.470456,51.830502,42.586866,55.101781,90.624796,85.58710500000001,59.715162,99.596513,60.650122999999994,92.888945
